Cities,name,address,description,score,url,bonus,latitude,longitude
Ariege,Les gîtes de Beille,"25 Quartier la Bexane, 09310 Les Cabannes, France","Vous pouvez bénéficier d'une réduction Genius dans l'établissement Les gîtes de Beille ! Connectez-vous pour économiser.Situé aux Cabannes, en Midi-Pyrénées, à moins de 45 km du col de la Crouzette, l'établissement Les gîtes de Beille propose des hébergements avec une connexion Wi-Fi gratuite, un barbecue, un jardin et un parking privé gratuit.Tous les logements disposent d'une terrasse avec vue sur la montagne, d'une kitchenette avec un réfrigérateur et un micro-ondes, ainsi que d'une salle de bains privative avec douche. Pour plus de commodité, l'établissement peut fournir des serviettes et du linge de lit moyennant des frais supplémentaires.Vous pourrez jouer au minigolf sur place ou faire de la randonnée dans les environs.Vous séjournerez à 8,2 km de la grotte de Lombrives et à 14 km de la grotte de Niaux. L'aéroport d'Andorre-La Seu d'Urgell, le plus proche, est implanté à 96 km. Les couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de 9,2 pour un séjour à deux.L'établissement Les gîtes de Beille accueille des clients Booking.com depuis le 24 janv. 2022.En voir plus",8.3,https://www.booking.com/hotel/fr/les-gites-de-beille.fr.html,    Animaux domestiques admis    Bar,42.7855571,1.68166541
Ariege,Camping Le Castella,"4 Route Du Castella, 09250 Luzenac, France","Offrant une vue sur la montagne, le Camping Le Castella propose un hébergement avec une piscine extérieure ouverte en saison et un balcon, à environ 15 km de Talc Career of Trimouns. Ce chalet 1 étoile se trouve à 16 km de la grotte de Lombrives.Ce chalet comprend 2 chambres, une télévision par câble à écran plat, une kitchenette équipée d'un réfrigérateur et d'un four, ainsi qu'une salle de bains pourvue d'une douche. Vous bénéficierez gratuitement d'un parking privé et d'une connexion Wi-Fi.Vous pourrez pratiquer le ski dans les environs.Vous séjournerez à 22 km de la grotte de Niaux et à 23 km de celle de Bedeilhac. L'aéroport d'Andorre-La Seu d'Urgell, le plus proche, est implanté à 88 km. Les couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de 9,1 pour un séjour à deux.L'établissement Camping Le Castella accueille des clients Booking.com depuis le 26 mai 2015.En voir plus",8.2,https://www.booking.com/hotel/fr/camping-le-castella.fr.html,    1 piscine    Animaux domestiques admis,42.75908362,1.76367215
Ariege,Le Hameau du Comté de Foix,"8 rue de la Rivière, 09400 Mercus-Garrabet, France","Vous pouvez bénéficier d'une réduction Genius dans l'établissement Le Hameau du Comté de Foix ! Connectez-vous pour économiser.Situé à Mercus-Garrabet, en Midi-Pyrénées, à moins de 40 km du col de la Crouzette, l'établissement Le Hameau du Comté de Foix propose des hébergements avec une connexion Wi-Fi gratuite, une aire de jeux pour enfants, un jardin et un parking privé gratuit.Revêtus de parquet, les logements comprennent un coin repas, une télévision à écran plat ainsi qu'une salle de bains privative pourvue d'une douche et d'un sèche-cheveux. Un micro-ondes, un réfrigérateur, un four, une bouilloire et une machine à café sont également fournis.Cet appart'hôtel possède une terrasse bien exposée.Vous pourrez jouer au ping-pong sur place et faire de la randonnée ou du ski dans les environs.Vous séjournerez à 10 km du château de Foix et à 11 km de la grotte de Bedeilhac. L'aéroport de Carcassonne, le plus proche, est implanté à 84 km. Les couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de 8,6 pour un séjour à deux.L'établissement Le Hameau du Comté de Foix accueille des clients Booking.com depuis le 29 nov. 2019.En voir plus",8.7,https://www.booking.com/hotel/fr/le-hameau-du-comte-de-foix.fr.html,    Animaux domestiques admis,42.894548,1.634179
Ariege,LES CHÂLETS DE MONTORGUEIL,"LIEU-DIT CAMPAGNOLE ROUTE DU COL DE PORT, 09400 Saurat, France","Vous pouvez bénéficier d'une réduction Genius dans l'établissement LES CHÂLETS DE MONTORGUEIL ! Connectez-vous pour économiser.Situé à Saurat, en Midi-Pyrénées, l'établissement LES CHÂLETS DE MONTORGUEIL propose des hébergements avec un parking privé gratuit.Tous les logements comprennent un canapé, un coin salon, une télévision à écran plat, une kitchenette bien équipée avec un coin repas et une salle de bains privative pourvue d'articles de toilette gratuits. Leur cuisine entièrement équipée comporte un micro-ondes, un réfrigérateur, un four et une machine à café.Le camping possède une terrasse.Vous pourrez jouer au ping-pong sur place ou faire de la randonnée dans les environs.Vous séjournerez à 17 km du col de la Crouzette et à 14 km de la grotte de Bedeilhac. L'aéroport d'Andorre-La Seu d'Urgell, le plus proche, est implanté à 124 km. Les couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de 9,2 pour un séjour à deux.L'établissement LES CHÂLETS DE MONTORGUEIL accueille des clients Booking.com depuis le 11 juin 2019.Les distances indiquées dans la description de l'établissement sont calculées avec © OpenStreetMap.En voir plus",8.7,https://www.booking.com/hotel/fr/les-chalets-de-montorgueil-saurat.fr.html,    Plateau/bouilloire dans tous les hébergements,42.89935,1.453492
Grenoble,Esprit Bistrot / Rent4night Grenoble,"4 Chemin Villebois, 38100 Grenoble, France","Vous pouvez bénéficier d'une réduction Genius dans l'établissement Esprit Bistrot / Rent4night Grenoble ! Connectez-vous pour économiser.Situé à Grenoble, à seulement 3,9 km du WTC Grenoble, l'Esprit Bistrot / Rent4night Grenoble propose un hébergement avec accès à un jardin, une terrasse et une réception ouverte 24h/24. Cet hébergement climatisé se trouve à 3,4 km de la gare de Grenoble. Vous bénéficierez d'un parking privé sur place et d'une connexion Wi-Fi gratuite.L'appartement comprend une télévision. La cuisine est équipée d'un réfrigérateur, d'un micro-ondes, de plaques de cuisson, d'une machine à café et d'une bouilloire.La région est prisée pour pratiquer la randonnée.Vous séjournerez à 700 mètres du stade des Alpes et à 4,8 km du parc des expositions AlpExpo. L'aéroport le plus proche, celui des Alpes-Isère, est situé à 49 km. L'établissement Esprit Bistrot / Rent4night Grenoble accueille des clients Booking.com depuis le 3 mai 2021.En voir plus",8.0,https://www.booking.com/hotel/fr/esprit-bistrot-rent4night-grenoble.fr.html,    Parking gratuit    Connexion Wi-Fi gratuite    Chambres familiales    Chambres non-fumeurs    Réception ouverte 24h/24    Enregistrement en ligne disponible,45.18543211,5.74399642
Grenoble,"Sweet Loft Grenoble, Bed & Spa","12 Rue Champollion, 38000 Grenoble, France","Grenoble - séjournez au cœur de la ville–Très bon emplacement - voir la carteVous pouvez bénéficier d'une réduction Genius dans l'établissement Sweet Loft Grenoble, Bed & Spa ! Connectez-vous pour économiser.Doté d'une terrasse avec vue sur la ville, d'un bar et d'un centre de spa et de bien-être, le Sweet Loft Grenoble, Bed & Spa se trouve à Grenoble, à proximité de la gare de Grenoble et à 2 km du WTC Grenoble. Il propose une piscine privée et une connexion Wi-Fi gratuite.Cet appartement comprend une chambre, une télévision à écran plat, un coin salon et une salle de bains pourvue d'un jacuzzi. Sa kitchenette est équipée d'un micro-ondes et d'un réfrigérateur. Les serviettes et le linge de lit sont fournis.Pendant votre séjour, vous pourrez profiter d'installations de spa et de bien-être comprenant un sauna et un bain à remous.Le Sweet Loft Grenoble, Bed & Spa se trouve à 4,7 km d'AlpExpo et à moins de 1 km du stade des Alpes. L'aéroport le plus proche, celui des Alpes-Isère, est situé à 47 km. C'est le quartier préféré des voyageurs visitant Grenoble, selon les commentaires clients indépendants.Les couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de 8,5 pour un séjour à deux.L'établissement Sweet Loft Grenoble, Bed & Spa accueille des clients Booking.com depuis le 15 nov. 2021.Les distances indiquées dans la description de l'établissement sont calculées avec © OpenStreetMap.En voir plus",8.0,https://www.booking.com/hotel/fr/sweet-loft-grenoble.fr.html,    Parking    Connexion Wi-Fi gratuite    Spa et centre de bien-être    Chambres non-fumeurs    Bar    Enregistrement en ligne disponible,45.1867729,5.7322614
Grenoble,Le Bon Quai,"40 Quai de France, 38000 Grenoble, France","Grenoble - séjournez au cœur de la ville–Excellent emplacement - voir la carteSitué à Grenoble, à 800 mètres de la gare, à 1,1 km du WTC Grenoble et à 5,9 km d'AlpExpo, l'établissement Le Bon Quai propose un hébergement avec une terrasse et une connexion Wi-Fi gratuite. Vous séjournerez à 6,1 km de Summum et à 33 km du col de Parménie.Cet appartement comprend une chambre, une télévision à écran plat ainsi qu'une cuisine entièrement équipée avec un micro-ondes, un réfrigérateur, un lave-linge, un four et des plaques de cuisson. Les serviettes et le linge de lit sont fournis.Vous séjournerez à 2,7 km du stade des Alpes et à 1,6 km de la Bastille de Grenoble. L'aéroport le plus proche, celui des Alpes-Isère, est situé à 45 km. C'est le quartier préféré des voyageurs visitant Grenoble, selon les commentaires clients indépendants.L'établissement Le Bon Quai accueille des clients Booking.com depuis le 2 déc. 2022.En voir plus",9.5,https://www.booking.com/hotel/fr/le-bon-quai.fr.html,    Connexion Wi-Fi gratuite,45.19393586,5.72086807
Grenoble,La Bastille - Charmant Appartement à Grenoble,"20 Route de Lyon, 38000 Grenoble, France","Grenoble - séjournez au cœur de la ville–Très bon emplacement - voir la carteVous pouvez bénéficier d'une réduction Genius dans l'établissement La Bastille - Charmant Appartement à Grenoble ! Connectez-vous pour économiser.Situé dans le centre de Grenoble, à seulement 1,5 km du WTC Grenoble et à 6 km d'AlpExpo, l'établissement La Bastille - Charmant Appartement à Grenoble propose un hébergement avec vue sur la montagne et connexion Wi-Fi gratuite. Il se trouve à 5 km de Summum et à moins de 1 km du téléphérique de Grenoble-Bastille.Cet appartement comprend une chambre, une télévision par câble à écran plat, une cuisine équipée, un lave-linge et une salle de bains pourvue d'une douche.Vous séjournerez à 2,5 km du stade des Alpes et à 4,3 km de la Bastille de Grenoble. L'aéroport de Grenoble-Isère, le plus proche, est implanté à 44 km. L'établissement La Bastille - Charmant Appartement à Grenoble accueille des clients Booking.com depuis le 7 févr. 2020.Les distances indiquées dans la description de l'établissement sont calculées avec © OpenStreetMap.En voir plus",7.3,https://www.booking.com/hotel/fr/charmant-appartement-aux-pieds-de-la-bastille-grenoble.fr.html,    Connexion Wi-Fi gratuite    Animaux domestiques admis    Chambres non-fumeurs,45.1947087,5.7192895
Grenoble,Gold Europole-Gare,"1er étage 18 ter Rue d'Alembert, 38000 Grenoble, France","Vous pouvez bénéficier d'une réduction Genius dans l'établissement Gold Europole-Gare ! Connectez-vous pour économiser.Doté d'une connexion Wi-Fi et d'un parking privé gratuits, le Gold Europole-Gare est situé à Grenoble, à seulement 300 mètres de la gare. Occupant un bâtiment datant de 1930, cet appartement se trouve à 2,8 km du stade des Alpes et à 5,1 km de la Bastille de Grenoble.Cet appartement comprend 2 chambres, une télévision à écran plat, un lave-linge et une salle de bains pourvue d'une douche. Sa cuisine est équipée d'un micro-ondes et d'un lave-vaisselle. Les serviettes et le linge de lit sont fournis.Vous séjournerez à 500 mètres du WTC Grenoble et à 5,8 km d'AlpExpo. L'aéroport le plus proche, celui des Alpes-Isère, est situé à 45 km. C'est le quartier préféré des voyageurs visitant Grenoble, selon les commentaires clients indépendants.L'établissement Gold Europole-Gare accueille des clients Booking.com depuis le 6 nov. 2022.En voir plus",9.0,https://www.booking.com/hotel/fr/gold-europole-gare.fr.html,    Parking gratuit    Connexion Wi-Fi gratuite    Animaux domestiques admis    Chambres non-fumeurs    Enregistrement en ligne disponible,45.19011156,5.71100713
Grenoble,"joli 2 pieces en centre ville , gare à 50 mètres","50 Avenue Alsace Lorraine, 38000 Grenoble, France","Vous pouvez bénéficier d'une réduction Genius dans l'établissement joli 2 pieces en centre ville , gare à 50 mètres ! Connectez-vous pour économiser.Le Joli 2 pieces en centre ville, gare à 50 mètres propose un hébergement avec connexion Wi-Fi gratuite à Grenoble, à 200 mètres de la gare de Grenoble, à 600 mètres du WTC Grenoble et à 5,5 km d'AlpExpo. Vous séjournerez à 5,7 km de Summum et à 33 km du col de Parménie.Cet appartement comprend une chambre, un salon avec une télévision à écran plat, une cuisine équipée ainsi qu'une salle de bains pourvue d'une douche et d'un sèche-cheveux.Vous séjournerez à 2,4 km du stade des Alpes et à 4,3 km de la Bastille de Grenoble. L'aéroport le plus proche, celui des Alpes-Isère, est situé à 45 km. C'est le quartier préféré des voyageurs visitant Grenoble, selon les commentaires clients indépendants.Les couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de 9,2 pour un séjour à deux.L'établissement joli 2 pieces en centre ville , gare à 50 mètres accueille des clients Booking.com depuis le 19 mai 2020.Les distances indiquées dans la description de l'établissement sont calculées avec © OpenStreetMap.En voir plus",8.0,https://www.booking.com/hotel/fr/jolie-2-pieces-en-centre-ville-gare-a-50-metres.fr.html,    Parking    Connexion Wi-Fi gratuite    Chambres non-fumeurs,45.1901518,5.7163125
Grenoble,Cosy T2-Gare de Grenoble,"22 Rue Amédée Morel, 38000 Grenoble, France","Doté d'une connexion Wi-Fi gratuite et offrant une vue sur la montagne, le Cosy T2-Gare de Grenoble est un hébergement situé à Grenoble, à seulement 600 mètres du World Trade Center et à 500 mètres de la gare. Il se trouve à 5,5 km de la Bastille de Grenoble et à 6,8 km de Summum.Cet appartement comprend une chambre, une télévision par satellite à écran plat, un lave-linge et une salle de bains pourvue d'une douche. Sa cuisine est équipée d'un micro-ondes et d'un réfrigérateur. Les serviettes et le linge de lit sont fournis.Vous séjournerez à 6,6 km du parc des expositions AlpExpo et à 3,1 km du stade des Alpes. L'aéroport le plus proche, celui des Alpes-Isère, est situé à 45 km. L'établissement Cosy T2-Gare de Grenoble accueille des clients Booking.com depuis le 23 juil. 2022.En voir plus",9.3,https://www.booking.com/hotel/fr/app-neuf-cosy-4min-de-la-gare-tribunal-centre-ville-grenoble.fr.html,    Connexion Wi-Fi gratuite    Chambres non-fumeurs,45.19040989,5.70902841
Grenoble,Confort douceur et calme dans Grenoble,"11 Rue Mirabeau, 38000 Grenoble, France","Vous pouvez bénéficier d'une réduction Genius dans l'établissement Confort douceur et calme dans Grenoble ! Connectez-vous pour économiser.Offrant une vue sur la ville, le Confort douceur et calme dans Grenoble est un hébergement situé à Grenoble, à 1,1 km de la gare et à 1,2 km du WTC Grenoble. Offrant une vue sur la piscine et le jardin, cet appartement dispose également d'une connexion Wi-Fi gratuite.Cet appartement comprend 2 chambres, une télévision par satellite à écran plat, un lave-linge et une salle de bains pourvue d'une douche. Sa cuisine est équipée d'un micro-ondes et d'un lave-vaisselle. Les serviettes et le linge de lit sont fournis.Un service de location de vélos est assuré sur place pour vous permettre de partir en randonnée dans les environs.Le Confort douceur et calme dans Grenoble se trouve à 6 km de l'AlpExpo et à 3,8 km du stade des Alpes. L'aéroport le plus proche, celui des Alpes-Isère, est situé à 45 km. L'établissement Confort douceur et calme dans Grenoble accueille des clients Booking.com depuis le 16 juin 2020.En voir plus",8.5,https://www.booking.com/hotel/fr/confort-douceur-et-calme-dans-grenoble.fr.html,    Parking gratuit    Connexion Wi-Fi gratuite    Animaux domestiques admis    Chambres familiales    Chambres non-fumeurs,45.1849225,5.7072564
Grenoble,R'Apparts T2 Le Belledonne View,"30 Avenue Jeanne d'Arc, 38100 Grenoble, France","Le R'Apparts T2 Le Belledonne View est situé à Grenoble, à 3,2 km de la gare, à 3,8 km du WTC Grenoble et à 4,6 km d'AlpExpo. Il offre une vue sur la montagne et propose une connexion Wi-Fi gratuite dans l'ensemble de ses locaux.Cet appartement comprend une chambre, une cuisine équipée d'un réfrigérateur et d'un four, une télévision à écran plat, un coin salon et une salle de bains pourvue d'une douche. Les serviettes et le linge de lit sont fournis.Vous séjournerez à moins de 1 km du stade des Alpes et à 4 km du Summum. L'aéroport le plus proche, celui des Alpes-Isère, est situé à 49 km. L'établissement R'Apparts T2 Le Belledonne View accueille des clients Booking.com depuis le 7 sept. 2022.En voir plus",10E,https://www.booking.com/hotel/fr/apparts-t2-le-belledonne-view.fr.html,    Connexion Wi-Fi gratuite    Chambres non-fumeurs    Enregistrement en ligne disponible,45.1836848,5.7436593
Grenoble,Charmant studio 2 pièces,"34 Avenue Washington, 38100 Grenoble, France","Within 3.7 km of Grenoble Train Station and 4.2 km of WTC Grenoble, Charmant studio 2 pièces features free WiFi and a garden. This apartment is 3.9 km from Summum and 5.3 km from The Bastille Grenoble.The apartment includes 1 bedroom, a kitchen with a fridge and a microwave, as well as a coffee machine. Towels and bed linen are available in the apartment.AlpExpo is 5.4 km from the apartment, while Alps Stadium is 1.3 km from the property. The nearest airport is Alpes–Isère Airport, 50 km from Charmant studio 2 pièces. L'établissement Charmant studio 2 pièces accueille des clients Booking.com depuis le 20 déc. 2022.En voir plus",9.0,https://www.booking.com/hotel/fr/charmant-studio-2-pieces.fr.html,    Connexion Wi-Fi gratuite    Animaux domestiques admis    Chambres non-fumeurs,45.18107439,5.74658632
Grenoble,"Nicolas I, 53m2, une chambre, parking privé","50 Rue Nicolas Chorier, 38000 Grenoble, France","Vous pouvez bénéficier d'une réduction Genius dans l'établissement Nicolas I, 53m2, une chambre, parking privé ! Connectez-vous pour économiser.Doté d'une connexion Wi-Fi gratuite et offrant une vue sur le jardin, le Nicolas I, 53m2, une chambre, parking privé propose un hébergement à Grenoble, à moins de 1 km du WTC Grenoble. Situé à moins de 1 km de la gare de Grenoble, l'établissement possède un jardin et un parking privé gratuit.Cet appartement comprend une chambre, une télévision à écran plat, un lave-linge et une salle de bains pourvue d'une douche. Sa cuisine est équipée d'un micro-ondes et d'un lave-vaisselle. Les serviettes et le linge de lit sont fournis.Vous séjournerez à 5,3 km du parc des expositions AlpExpo et du stade des Alpes. L'aéroport le plus proche, celui des Alpes-Isère, est situé à 44 km. L'établissement Nicolas I, 53m2, une chambre, parking privé accueille des clients Booking.com depuis le 26 août 2018.Les distances indiquées dans la description de l'établissement sont calculées avec © OpenStreetMap.En voir plus",9.1,https://www.booking.com/hotel/fr/central-spacieux-chambre-parking-wifi-high-speed.fr.html,    Parking gratuit    Connexion Wi-Fi gratuite    Animaux domestiques admis    Chambres non-fumeurs    Équipements pour les personnes handicapées,45.18571749,5.71073972
Grenoble,Hôtel restaurant d'application Lesdiguieres - Ecole hôtelière -,"122 Cours de la Libération et du Général de Gaulle, 38100 Grenoble, France","Doté d'un bar et offrant une vue sur la montagne, l'Hôtel restaurant d'application Lesdiguieres - Ecole hôtelière - est situé à Grenoble, à 2,8 km du centre d'exposition et de congrès AlpExpo. Cet établissement vous propose notamment un restaurant, une bagagerie, une réception ouverte 24h/24 et une connexion Wi-Fi gratuite dans l’ensemble des locaux. Parmi les lieux d'intérêt dans les environs, vous trouverez la salle de spectacles et concerts Summum, à moins de 3 km, et le stade des Alpes, à 3,8 km.Toutes les chambres de cet hôtel comprennent un bureau, une télévision à écran plat et une salle de bains privative. Les serviettes de toilette et le linge de lit sont fournis. Chaque logement est pourvu d’un coffre-fort. Certains possèdent également un balcon et d’autres offrent une vue sur le jardin. Chaque logement est doté d’une armoire.L’Hôtel restaurant d'application Lesdiguieres - Ecole hôtelière - sert tous les matins un petit-déjeuner buffet ou continental.Ce logement se trouve à 3 km de la gare de Grenoble et à 5 km du centre de congrès du WTC Grenoble. L'aéroport de Grenoble-Alpes-Isère, le plus proche, est situé à 47 km. Les couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de 8,4 pour un séjour à deux.L'établissement Hôtel restaurant d'application Lesdiguieres - Ecole hôtelière - accueille des clients Booking.com depuis le 21 févr. 2020.Les distances indiquées dans la description de l'établissement sont calculées avec © OpenStreetMap.En voir plus",8.5,https://www.booking.com/hotel/fr/lesdiguieres.fr.html,    Parking gratuit    Connexion Wi-Fi gratuite    Animaux domestiques admis    Restaurant    Chambres non-fumeurs    Équipements pour les personnes handicapées    Bar,45.167883,5.71176
Grenoble,"Le Téléphérique, vue Bastille, 6 pers, 300 m Gare","5 Place Hubert Dubedout, 38000 Grenoble, France","Doté d'une connexion Wi-Fi gratuite et offrant une vue sur la montagne, l'établissement Le Téléphérique, vue Bastille, 6 pers, 300 mètres Gare est situé à Grenoble, à seulement 500 mètres de la gare de Grenoble et à 800 mètres du WTC Grenoble. Vous pourrez pratiquer diverses activités dans les environs, telles que le ski et le vélo.Offrant une vue sur la ville, cet appartement dispose d'un balcon, de 2 chambres, d'un salon, d'une télévision à écran plat, d'une cuisine équipée avec un réfrigérateur et un four, ainsi que d'une salle de bains pourvue d'une douche. Les serviettes et le linge de lit sont fournis.Vous séjournerez à 5,4 km du parc des expositions AlpExpo et à 2,2 km du stade des Alpes. L'aéroport le plus proche, celui des Alpes-Isère, est situé à 46 km. C'est le quartier préféré des voyageurs visitant Grenoble, selon les commentaires clients indépendants.L'établissement Le Téléphérique, vue Bastille, 6 pers, 300 m Gare accueille des clients Booking.com depuis le 18 juil. 2021.En voir plus",9.5,https://www.booking.com/hotel/fr/le-telepherique-vue-bastille-6-pers-300-m-gare.fr.html,    Connexion Wi-Fi gratuite    Chambres familiales    Chambres non-fumeurs,45.19200799,5.71991199
Grenoble,ibis Grenoble Centre Bastille,"5 rue Miribel - Tramway Victor Hugo, 38000 Grenoble, France","Grenoble - séjournez au cœur de la ville–Très bon emplacement - voir la carteSitué dans le centre-ville de Grenoble, l'ibis Grenoble Centre Bastille propose une réception ouverte 24h/24 et un bar. Vous bénéficierez gratuitement d'une connexion Wi-Fi disponible dans l'ensemble de l'établissement. L'arrêt de tramway Victor Hugo se trouve juste devant l'hôtel et le téléphérique de la Bastille à 500 mètres.Les chambres climatisées possèdent une télévision par câble à écran plat, une armoire, un bureau et un téléphone. Leur salle de bains privative est pourvue d'un sèche-cheveux et d'articles de toilette gracieusement à votre disposition.Un petit-déjeuner buffet, composé d'aliments sucrés et salés parmi lesquels des œufs, de la salade de fruits, des yaourts et des jus de fruits, est servi chaque matin. Des viennoiseries préparées sur place et des madeleines fraîches sont disponibles, ainsi qu'une boisson chaude et un fruit à emporter. Un petit-déjeuner plus léger est disponible à partir de 4h00.L'hôtel propose un parking privé sur place, une bagagerie, la presse quotidienne et un ascenseur. La place Victor Hugo se trouve à 100 mètres. C'est le quartier préféré des voyageurs visitant Grenoble, selon les commentaires clients indépendants.Les couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de 9,0 pour un séjour à deux.L'établissement ibis Grenoble Centre Bastille accueille des clients Booking.com depuis le 16 mai 2013.Chaîne hôtelière/marque:ibisEn voir plus",7.1,https://www.booking.com/hotel/fr/ibis-grenoble-centre.fr.html,    Parking    Connexion Wi-Fi gratuite    Animaux domestiques admis    Chambres familiales    Chambres non-fumeurs    Réception ouverte 24h/24    Bar,45.19052518,5.72641228
Grenoble,RockyPop Grenoble Appartements,"11 Rue de Strasbourg, 38000 Grenoble, France","Grenoble - séjournez au cœur de la ville–Excellent emplacement - voir la carteVous pouvez bénéficier d'une réduction Genius dans l'établissement RockyPop Grenoble Appartements ! Connectez-vous pour économiser.Situé à Grenoble, à 1,6 km de la gare de Grenoble et à 1,9 km du WTC Grenoble, le RockyPop Grenoble Appartements propose des hébergements avec une connexion Wi-Fi gratuite, un jardin avec une terrasse, une salle de sport et un sauna. Un parking privé est disponible sur place.Tous les logements disposent d'une salle de bains privative avec baignoire ou douche, de la climatisation, d'une télévision à écran plat et d'un réfrigérateur. La cuisine est équipée d'un four, d'un micro-ondes, de plaques de cuisson et d'une machine à café.Cet appart'hôtel sert un petit-déjeuner buffet tous les matins.Le RockyPop Grenoble Appartements se trouve à moins de 1 km du stade des Alpes et à 4,8 km du parc des expositions AlpExpo. L'aéroport le plus proche, celui des Alpes-Isère, est situé à 48 km. C'est le quartier préféré des voyageurs visitant Grenoble, selon les commentaires clients indépendants.L'établissement RockyPop Grenoble Appartements accueille des clients Booking.com depuis le 24 août 2022.En voir plus",9.1,https://www.booking.com/hotel/fr/rockypop-grenoble-appartements.fr.html,    Parking    Connexion Wi-Fi gratuite    Centre de remise en forme    Restaurant    Chambres non-fumeurs    Bar,45.186804,5.73157
Grenoble,Séjours & Affaires Grenoble Marie Curie,"58 Rue Félix Escanglon, 38000 Grenoble, France","La résidence Séjours & Affaires Grenoble Marie Curie vous accueille à 5 minutes à pied de la gare de Grenoble et à moins 100 mètres de l'arrêt de tramway Cité Internationale. Elle bénéficie d'un emplacement privilégié dans le quartier des affaires Europole, à 650 mètres de Grenoble École de management, à 400 mètres du complexe Minatec et à 1,8 km du CNRS.Le Séjours & Affaires Grenoble Marie Curie propose des studios et des appartements avec une connexion Wi-Fi gratuite, ainsi qu'un coin salon doté d'un bureau et d'une télévision à écran plat. Chacun possède aussi une cuisine entièrement équipée avec un réfrigérateur, une cuisinière et un micro-ondes. Les logements sont munis d'une salle de bains privative pourvue d'articles de toilette gratuits.La résidence sert un petit-déjeuner continental, dans la salle prévue à cet effet ou sur la terrasse. Des boutiques et des restaurants vous attendent à moins de 1 km du Séjours & Affaires Grenoble Marie Curie.Le centre-ville de Grenoble est accessible à 1,7 km. Vous bénéficierez du parking privé sur place moyennant des frais supplémentaires. La sortie 2 de l'autoroute A480 se situe à 3 minutes en voiture. Les couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de 8,1 pour un séjour à deux.L'établissement Séjours & Affaires Grenoble Marie Curie accueille des clients Booking.com depuis le 7 avr. 2008.En voir plus",7.6,https://www.booking.com/hotel/fr/grenoble-marie-curie.fr.html,    Parking    Connexion Wi-Fi gratuite    Animaux domestiques admis    Chambres familiales    Chambres non-fumeurs,45.19439642,5.71059331
Grenoble,La Loggia - Appartement Terrasse + Garage à Grenoble,"33 Rue Paul Bourget, 38100 Grenoble, France","Vous pouvez bénéficier d'une réduction Genius dans l'établissement La Loggia - Appartement Terrasse + Garage à Grenoble ! Connectez-vous pour économiser.Doté d'une connexion Wi-Fi et d'un parking privé gratuits, l'établissement La Loggia - Appartement Terrasse + Garage à Grenoble est situé à Grenoble, à seulement 1,8 km du stade des Alpes. Il se trouve à 3,5 km d'AlpExpo et à 3,7 km de Summum.Cet appartement comprend une chambre, un salon et une salle de bains avec douche.Une terrasse est à votre disposition sur place.Vous séjournerez à 2,3 km de la gare de Grenoble et à 2,6 km du WTC Grenoble. L'aéroport le plus proche, celui des Alpes-Isère, est situé à 48 km. Les couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de 9,6 pour un séjour à deux.L'établissement La Loggia - Appartement Terrasse + Garage à Grenoble accueille des clients Booking.com depuis le 11 mai 2020.En voir plus",8.1,https://www.booking.com/hotel/fr/la-loggia-appartement-terrasse-garage-a-grenoble.fr.html,    Parking gratuit    Connexion Wi-Fi gratuite    Chambres non-fumeurs    Enregistrement en ligne disponible,45.1782736,5.7261761
